GENE_ID	CONTIG_ID	TYPE	LENGTH	START	END	STRAND	START_CODON	STOP_CODON	GC%	OG	ANNOTATION
1440052.PRJNA232181.EAKF1_ch1974c	1440052.PRJNA232181.CP007025	CDS	1161	2093052	2094212	-	Yes	Yes	54.8664944014	-	annotation product=cystathionine gamma-synthase gene=metB tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59852.1 GI=569537545 
1440052.PRJNA232181.EAKF1_ch1975	1440052.PRJNA232181.CP007025	CDS	318	2094489	2094806	+	Yes	Yes	51.8867924528	-	annotation product=transcriptional repressor protein MetJ gene=metJ tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59853.1 GI=569537546 
1440052.PRJNA232181.EAKF1_ch1976	1440052.PRJNA232181.CP007025	CDS	609	2095023	2095631	+	Yes	Yes	51.5599343186	-	annotation product=putative peptidoglycan peptidase tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59854.1 GI=569537547 
1440052.PRJNA232181.EAKF1_ch1977c	1440052.PRJNA232181.CP007025	CDS	213	2095692	2095904	-	Yes	Yes	49.2957746479	-	annotation product=50S ribosomal protein L31 gene=rpmE tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59855.1 GI=569537548 
1440052.PRJNA232181.EAKF1_ch1978	1440052.PRJNA232181.CP007025	CDS	2199	2096107	2098305	+	Yes	Yes	56.116416553	-	annotation product=primosome assembly protein PriA gene=priA tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59856.1 GI=569537549 
1440052.PRJNA232181.EAKF1_ch1979	1440052.PRJNA232181.CP007025	CDS	1026	2098461	2099486	+	Yes	Yes	50.0974658869	-	annotation product=DNA-binding transcriptional regulator CytR gene=cytR tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59857.1 GI=569537550 
1440052.PRJNA232181.EAKF1_ch1980	1440052.PRJNA232181.CP007025	CDS	963	2099578	2100540	+	Yes	Yes	57.0093457944	-	annotation product=essential cell division protein FtsN gene=ftsN tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59858.1 GI=569537551 
1440052.PRJNA232181.EAKF1_ch1981	1440052.PRJNA232181.CP007025	CDS	495	2100669	2101163	+	Yes	Yes	52.1212121212	-	annotation product=ATP-dependent protease peptidase subunit gene=hslV tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59859.1 GI=569537552 
1440052.PRJNA232181.EAKF1_ch1982	1440052.PRJNA232181.CP007025	CDS	1332	2101173	2102504	+	Yes	Yes	52.8528528529	-	annotation product=ATP-dependent protease ATP-binding subunit HslU gene=hslU tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59860.1 GI=569537553 
1440052.PRJNA232181.EAKF1_ch1983	1440052.PRJNA232181.CP007025	CDS	939	2102559	2103497	+	Yes	Yes	51.2247071353	-	annotation product=1,4-dihydroxy-2-naphthoate octaprenyltransferase gene=menA tax_id_proj_id=1440052.PRJNA232181 EC_number=2.5.1.74 cog=- project_id=PRJNA232181 protein_id=AHE59861.1 GI=569537554 
1440052.PRJNA232181.EAKF1_ch1984	1440052.PRJNA232181.CP007025	CDS	486	2103590	2104075	+	Yes	Yes	53.4979423868	-	annotation product=ribonuclease activity regulator protein RraA gene=rraA tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59862.1 GI=569537555 
1440052.PRJNA232181.EAKF1_ch1985	1440052.PRJNA232181.CP007025	CDS	627	2104426	2105052	+	Yes	Yes	44.6570972887	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537556 protein_id=AHE59863.1 
1440052.PRJNA232181.EAKF1_ch1986c	1440052.PRJNA232181.CP007025	CDS	246	2105091	2105336	-	Yes	Yes	46.7479674797	-	annotation product=cell division protein ZapB tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59864.1 GI=569537557 
1440052.PRJNA232181.EAKF1_ch1987	1440052.PRJNA232181.CP007025	CDS	846	2105761	2106606	+	Yes	Yes	51.4184397163	-	annotation product=glycerol uptake facilitator protein gene=glpF tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59865.1 GI=569537558 
1440052.PRJNA232181.EAKF1_ch1988	1440052.PRJNA232181.CP007025	CDS	1509	2106629	2108137	+	Yes	Yes	54.2743538767	-	annotation product=glycerol kinase gene=glpK tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59866.1 GI=569537559 
1440052.PRJNA232181.EAKF1_ch1989	1440052.PRJNA232181.CP007025	CDS	1011	2108335	2109345	+	Yes	Yes	55.1928783383	-	annotation product=fructose 1,6-bisphosphatase II gene=glpX tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59867.1 GI=569537560 
1440052.PRJNA232181.EAKF1_ch1990	1440052.PRJNA232181.CP007025	CDS	747	2109442	2110188	+	Yes	Yes	52.2088353414	-	annotation product=ferredoxin-NADP reductase gene=fpr tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59868.1 GI=569537561 
1440052.PRJNA232181.EAKF1_ch1991c	1440052.PRJNA232181.CP007025	CDS	441	2110193	2110633	-	Yes	Yes	43.0839002268	-	annotation product=universal stress protein UspD gene=uspD tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59869.1 GI=569537562 
1440052.PRJNA232181.EAKF1_ch1992c	1440052.PRJNA232181.CP007025	CDS	300	2110633	2110932	-	Yes	Yes	47.6666666667	-	annotation product=putative C-4 dicarboxylate transport protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59870.1 GI=569537563 
1440052.PRJNA232181.EAKF1_ch1993c	1440052.PRJNA232181.CP007025	CDS	441	2111142	2111582	-	Yes	Yes	48.9795918367	-	annotation product=inner membrane protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59871.1 GI=569537564 
1440052.PRJNA232181.EAKF1_ch1994	1440052.PRJNA232181.CP007025	CDS	600	2111683	2112282	+	Yes	Yes	50.5	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537565 protein_id=AHE59872.1 
1440052.PRJNA232181.EAKF1_ch1995	1440052.PRJNA232181.CP007025	CDS	768	2112390	2113157	+	Yes	Yes	51.8229166667	-	annotation product=triosephosphate isomerase gene=tpiA tax_id_proj_id=1440052.PRJNA232181 EC_number=5.3.1.1 cog=- project_id=PRJNA232181 protein_id=AHE59873.1 GI=569537566 
1440052.PRJNA232181.EAKF1_ch1996c	1440052.PRJNA232181.CP007025	CDS	1290	2113192	2114481	-	Yes	Yes	46.1240310078	-	annotation product=putative metabolite transport protein ydjK tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59874.1 GI=569537567 
1440052.PRJNA232181.EAKF1_ch1997c	1440052.PRJNA232181.CP007025	CDS	1473	2114503	2115975	-	Yes	Yes	37.4066530889	-	annotation product=sigma-54 dependent response regulator tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59875.1 GI=569537568 
1440052.PRJNA232181.EAKF1_ch1998c	1440052.PRJNA232181.CP007025	CDS	1131	2116106	2117236	-	Yes	Yes	47.4801061008	-	annotation product=isomerase tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59876.1 GI=569537569 
1440052.PRJNA232181.EAKF1_ch1999c	1440052.PRJNA232181.CP007025	CDS	1266	2117267	2118532	-	Yes	Yes	41.7061611374	-	annotation product=putative transporter tax_id_proj_id=1440052.PRJNA232181 note=MFS superfamily cog=- project_id=PRJNA232181 protein_id=AHE59877.1 GI=569537570 
1440052.PRJNA232181.EAKF1_ch2000c	1440052.PRJNA232181.CP007025	CDS	756	2118762	2119517	-	Yes	Yes	49.2063492063	-	annotation product=CDP-diacylglycerol pyrophosphatase gene=cdh tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59878.1 GI=569537571 
1440052.PRJNA232181.EAKF1_ch2001c	1440052.PRJNA232181.CP007025	CDS	990	2119621	2120610	-	Yes	Yes	49.2929292929	-	annotation product=sulfate transporter subunit gene=sbp tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59879.1 GI=569537572 
1440052.PRJNA232181.EAKF1_ch2002c	1440052.PRJNA232181.CP007025	CDS	963	2120930	2121892	-	Yes	Yes	51.7133956386	-	annotation product=6-phosphofructokinase gene=pfkA tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59880.1 GI=569537573 
1440052.PRJNA232181.EAKF1_ch2003c	1440052.PRJNA232181.CP007025	CDS	903	2122074	2122976	-	Yes	Yes	51.9379844961	-	annotation product=ferrous iron efflux protein F gene=fieF tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59881.1 GI=569537574 
1440052.PRJNA232181.EAKF1_ch2004c	1440052.PRJNA232181.CP007025	CDS	255	2123213	2123467	-	Yes	Yes	52.1568627451	-	annotation product=DNA-binding transcriptional regulator tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59882.1 GI=569537575 
1440052.PRJNA232181.EAKF1_ch2005c	1440052.PRJNA232181.CP007025	CDS	1164	2123511	2124674	-	Yes	Yes	55.1546391753	-	annotation product=phage late control gene D protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59883.1 GI=569537576 
1440052.PRJNA232181.EAKF1_ch2006	1440052.PRJNA232181.CP007025	CDS	135	2124700	2124834	+	Yes	Yes	53.3333333333	-	annotation product=phage large terminase subunit GpP tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59884.1 GI=569537577 
1440052.PRJNA232181.EAKF1_ch2007c	1440052.PRJNA232181.CP007025	CDS	486	2124797	2125282	-	Yes	Yes	54.7325102881	-	annotation product=phage protein gpU gene=gpU tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59885.1 GI=569537578 
1440052.PRJNA232181.EAKF1_ch2008c	1440052.PRJNA232181.CP007025	CDS	2448	2125297	2127744	-	Yes	Yes	55.841503268	-	annotation product=phage tail tape measure protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59886.1 GI=569537579 
1440052.PRJNA232181.EAKF1_ch2009c	1440052.PRJNA232181.CP007025	CDS	156	2127737	2127892	-	Yes	Yes	52.5641025641	-	annotation product=putative prophage tail protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59887.1 GI=569537580 
1440052.PRJNA232181.EAKF1_ch2010c	1440052.PRJNA232181.CP007025	CDS	276	2127889	2128164	-	Yes	Yes	57.6086956522	-	annotation product=tail protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59888.1 GI=569537581 
1440052.PRJNA232181.EAKF1_ch2011c	1440052.PRJNA232181.CP007025	CDS	519	2128221	2128739	-	Yes	Yes	56.6473988439	-	annotation product=phage major tail tube protein FII tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59889.1 GI=569537582 
1440052.PRJNA232181.EAKF1_ch2012c	1440052.PRJNA232181.CP007025	CDS	1191	2128752	2129942	-	Yes	Yes	56.591099916	-	annotation product=phage tail sheath protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59890.1 GI=569537583 
1440052.PRJNA232181.EAKF1_ch2013	1440052.PRJNA232181.CP007025	CDS	138	2129962	2130099	+	Yes	Yes	47.1014492754	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537584 protein_id=AHE59891.1 
1440052.PRJNA232181.EAKF1_ch2014c	1440052.PRJNA232181.CP007025	CDS	900	2130262	2131161	-	Yes	Yes	37.1111111111	-	annotation product=putative gp44 tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59892.1 GI=569537585 
1440052.PRJNA232181.EAKF1_ch2015c	1440052.PRJNA232181.CP007025	CDS	528	2131377	2131904	-	Yes	Yes	43.9393939394	-	annotation product=phage tail fiber tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59893.1 GI=569537586 
1440052.PRJNA232181.EAKF1_ch2016c	1440052.PRJNA232181.CP007025	CDS	2010	2131908	2133917	-	Yes	Yes	50.2487562189	-	annotation product=putative tail fiber protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59894.1 GI=569537587 
1440052.PRJNA232181.EAKF1_ch2017c	1440052.PRJNA232181.CP007025	CDS	531	2133928	2134458	-	Yes	Yes	55.7438794727	-	annotation product=tail protein I tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59895.1 GI=569537588 
1440052.PRJNA232181.EAKF1_ch2018c	1440052.PRJNA232181.CP007025	CDS	909	2134451	2135359	-	Yes	Yes	58.195819582	-	annotation product=baseplate assembly protein GpJ tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59896.1 GI=569537589 
1440052.PRJNA232181.EAKF1_ch2019c	1440052.PRJNA232181.CP007025	CDS	348	2135364	2135711	-	Yes	Yes	57.183908046	-	annotation product=baseplate assembly protein GpW tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59897.1 GI=569537590 
1440052.PRJNA232181.EAKF1_ch2020c	1440052.PRJNA232181.CP007025	CDS	636	2135708	2136343	-	Yes	Yes	60.6918238994	-	annotation product=phage baseplate assembly protein GpV tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59898.1 GI=569537591 
1440052.PRJNA232181.EAKF1_ch2021	1440052.PRJNA232181.CP007025	CDS	786	2136427	2137212	+	Yes	Yes	32.6972010178	-	annotation product=putative phage protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59899.1 GI=569537592 
1440052.PRJNA232181.EAKF1_ch2022c	1440052.PRJNA232181.CP007025	CDS	453	2137284	2137736	-	Yes	Yes	54.3046357616	-	annotation product=phage virion morphogenesis protein GpS tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59900.1 GI=569537593 
1440052.PRJNA232181.EAKF1_ch2023c	1440052.PRJNA232181.CP007025	CDS	468	2137729	2138196	-	Yes	Yes	55.9829059829	-	annotation product=phage tail completion protein GpR tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59901.1 GI=569537594 
1440052.PRJNA232181.EAKF1_ch2024c	1440052.PRJNA232181.CP007025	CDS	159	2138159	2138317	-	Yes	Yes	55.9748427673	-	annotation product=putative phage lysis protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59902.1 GI=569537595 
1440052.PRJNA232181.EAKF1_ch2025c	1440052.PRJNA232181.CP007025	CDS	426	2138304	2138729	-	Yes	Yes	57.2769953052	-	annotation product=phage spanin Rz LysB tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59903.1 GI=569537596 
1440052.PRJNA232181.EAKF1_ch2026c	1440052.PRJNA232181.CP007025	CDS	927	2138763	2139689	-	Yes	Yes	54.2610571737	-	annotation product=phage capsid scaffolding protein GpO tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59904.1 GI=569537597 
1440052.PRJNA232181.EAKF1_ch2027	1440052.PRJNA232181.CP007025	CDS	1773	2139863	2141635	+	Yes	Yes	57.2476029329	-	annotation product=phage large terminase subunit GpP tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59905.1 GI=569537598 
1440052.PRJNA232181.EAKF1_ch2028	1440052.PRJNA232181.CP007025	CDS	1035	2141635	2142669	+	Yes	Yes	52.8502415459	-	annotation product=phage portal protein, pbsx family tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59906.1 GI=569537599 
1440052.PRJNA232181.EAKF1_ch2029c	1440052.PRJNA232181.CP007025	CDS	162	2142708	2142869	-	Yes	Yes	61.1111111111	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537600 protein_id=AHE59907.1 
1440052.PRJNA232181.EAKF1_ch2030	1440052.PRJNA232181.CP007025	CDS	1206	2142953	2144158	+	Yes	Yes	36.8988391376	-	annotation product=putative gp98 tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59908.1 GI=569537601 
1440052.PRJNA232181.EAKF1_ch2031	1440052.PRJNA232181.CP007025	CDS	1026	2144163	2145188	+	Yes	Yes	40.4483430799	-	annotation product=putative gp96 tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59909.1 GI=569537602 
1440052.PRJNA232181.EAKF1_ch2032c	1440052.PRJNA232181.CP007025	CDS	939	2145185	2146123	-	Yes	Yes	40.8945686901	-	annotation product=DNA cytosine methylase tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59910.1 GI=569537603 
1440052.PRJNA232181.EAKF1_ch2033c	1440052.PRJNA232181.CP007025	CDS	207	2146366	2146572	-	Yes	Yes	48.7922705314	-	annotation product=phage protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59911.1 GI=569537604 
1440052.PRJNA232181.EAKF1_ch2034c	1440052.PRJNA232181.CP007025	CDS	462	2146572	2147033	-	Yes	Yes	46.5367965368	-	annotation tax_id_proj_id=1440052.PRJNA232181 note=RNA-binding protein cog=- project_id=PRJNA232181 protein_id=AHE59912.1 GI=569537605 
1440052.PRJNA232181.EAKF1_ch2035c	1440052.PRJNA232181.CP007025	CDS	2286	2147024	2149309	-	Yes	Yes	53.9807524059	-	annotation product=bacteriophage replication gene A protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59913.1 GI=569537606 
1440052.PRJNA232181.EAKF1_ch2036c	1440052.PRJNA232181.CP007025	CDS	276	2149299	2149574	-	Yes	Yes	46.7391304348	-	annotation product=phage/conjugal plasmid C-4 type zinc finger protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59914.1 GI=569537607 
1440052.PRJNA232181.EAKF1_ch2037c	1440052.PRJNA232181.CP007025	CDS	225	2149571	2149795	-	Yes	Yes	51.5555555556	-	annotation product=C4-type zinc finger protein tax_id_proj_id=1440052.PRJNA232181 note=DksA/TraR family cog=- project_id=PRJNA232181 protein_id=AHE59915.1 GI=569537608 
1440052.PRJNA232181.EAKF1_ch2038c	1440052.PRJNA232181.CP007025	CDS	300	2149798	2150097	-	Yes	Yes	38	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537609 protein_id=AHE59916.1 
1440052.PRJNA232181.EAKF1_ch2039c	1440052.PRJNA232181.CP007025	CDS	225	2150097	2150321	-	Yes	Yes	51.1111111111	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537610 protein_id=AHE59917.1 
1440052.PRJNA232181.EAKF1_ch2040c	1440052.PRJNA232181.CP007025	CDS	501	2150385	2150885	-	Yes	Yes	44.7105788423	-	annotation product=putative replication gene B protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59918.1 GI=569537611 
1440052.PRJNA232181.EAKF1_ch2041c	1440052.PRJNA232181.CP007025	CDS	198	2150882	2151079	-	Yes	Yes	48.4848484848	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537612 protein_id=AHE59919.1 
1440052.PRJNA232181.EAKF1_ch2042c	1440052.PRJNA232181.CP007025	CDS	273	2151055	2151327	-	Yes	Yes	43.956043956	-	annotation product=Cox protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59920.1 GI=569537613 
1440052.PRJNA232181.EAKF1_ch2043	1440052.PRJNA232181.CP007025	CDS	1011	2151797	2152807	+	Yes	Yes	46.884272997	-	annotation product=integrase tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59921.1 GI=569537614 
1440052.PRJNA232181.EAKF1_ch2044c	1440052.PRJNA232181.CP007025	CDS	504	2152994	2153497	-	Yes	Yes	49.8015873016	-	annotation product=periplasmic repressor CpxP gene=cpxP tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59922.1 GI=569537615 
1440052.PRJNA232181.EAKF1_ch2045	1440052.PRJNA232181.CP007025	CDS	702	2153644	2154345	+	Yes	Yes	51.566951567	-	annotation product=DNA-binding transcriptional regulator CpxR gene=cpxR tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59923.1 GI=569537616 
1440052.PRJNA232181.EAKF1_ch2046	1440052.PRJNA232181.CP007025	CDS	1374	2154342	2155715	+	Yes	Yes	54.5123726346	-	annotation product=two-component sensor protein gene=cpxA tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59924.1 GI=569537617 
1440052.PRJNA232181.EAKF1_ch2047c	1440052.PRJNA232181.CP007025	CDS	207	2155901	2156107	-	Yes	Yes	39.61352657	-	annotation tax_id_proj_id=1440052.PRJNA232181 note=Thioredoxin-like domain protein; DsbA family cog=- project_id=PRJNA232181 protein_id=AHE59925.1 GI=569537618 
1440052.PRJNA232181.EAKF1_ch2048c	1440052.PRJNA232181.CP007025	CDS	684	2156127	2156810	-	Yes	Yes	53.216374269	-	annotation product=6-N-hydroxylaminopurine resistance protein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59926.1 GI=569537619 
1440052.PRJNA232181.EAKF1_ch2049c	1440052.PRJNA232181.CP007025	CDS	627	2156880	2157506	-	Yes	Yes	52.4720893142	-	annotation product=superoxide dismutase gene=sodA tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59927.1 GI=569537620 
1440052.PRJNA232181.EAKF1_ch2050c	1440052.PRJNA232181.CP007025	CDS	1056	2157764	2158819	-	Yes	Yes	43.1818181818	-	annotation product=lipoprotein tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59928.1 GI=569537621 
1440052.PRJNA232181.EAKF1_ch2051c	1440052.PRJNA232181.CP007025	CDS	834	2158973	2159806	-	Yes	Yes	54.3165467626	-	annotation product=formate dehydrogenase accessory protein gene=fdhD tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59929.1 GI=569537622 
1440052.PRJNA232181.EAKF1_ch2053	1440052.PRJNA232181.CP007025	CDS	903	2163063	2163965	+	Yes	Yes	55.3709856035	-	annotation product=formate dehydrogenase-O, iron-sulfur subunit gene=fdoH tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59930.1 GI=569537623 
1440052.PRJNA232181.EAKF1_ch2054	1440052.PRJNA232181.CP007025	CDS	636	2163962	2164597	+	Yes	Yes	51.8867924528	-	annotation product=formate dehydrogenase-O subunit gamma gene=fdoI tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59931.1 GI=569537624 
1440052.PRJNA232181.EAKF1_ch2055	1440052.PRJNA232181.CP007025	CDS	930	2164594	2165523	+	Yes	Yes	54.3010752688	-	annotation product=formate dehydrogenase accessory protein FdhE gene=fdhE tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59932.1 GI=569537625 
1440052.PRJNA232181.EAKF1_ch2056c	1440052.PRJNA232181.CP007025	CDS	126	2165788	2165913	-	Yes	Yes	46.0317460317	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537626 protein_id=AHE59933.1 
1440052.PRJNA232181.EAKF1_ch2057	1440052.PRJNA232181.CP007025	CDS	846	2166418	2167263	+	Yes	Yes	41.2529550827	-	annotation tax_id_proj_id=1440052.PRJNA232181 project_id=PRJNA232181 cog=- GI=569537627 protein_id=AHE59934.1 
1440052.PRJNA232181.EAKF1_ch2058c	1440052.PRJNA232181.CP007025	CDS	1815	2168029	2169843	-	Yes	Yes	37.8512396694	-	annotation product=putative transposase tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59935.1 GI=569537628 
1440052.PRJNA232181.EAKF1_ch2059c	1440052.PRJNA232181.CP007025	CDS	990	2170304	2171293	-	Yes	Yes	54.5454545455	-	annotation product=galactoside O-acetyltransferase tax_id_proj_id=1440052.PRJNA232181 EC_number=2.3.1.18 cog=- project_id=PRJNA232181 protein_id=AHE59936.1 GI=569537629 
1440052.PRJNA232181.EAKF1_ch2060c	1440052.PRJNA232181.CP007025	CDS	438	2171290	2171727	-	Yes	Yes	55.0228310502	-	annotation product=D-tyrosyl-tRNA(Tyr) deacylase gene=dtd tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59937.1 GI=569537630 
1440052.PRJNA232181.EAKF1_ch2061c	1440052.PRJNA232181.CP007025	CDS	873	2171724	2172596	-	Yes	Yes	51.6609392898	-	annotation product=ribonuclease BN gene=rbn tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59938.1 GI=569537631 
1440052.PRJNA232181.EAKF1_ch2062c	1440052.PRJNA232181.CP007025	CDS	621	2172590	2173210	-	Yes	Yes	49.4363929147	-	annotation product=phosphatase gene=yihX tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59939.1 GI=569537632 
1440052.PRJNA232181.EAKF1_ch2064c	1440052.PRJNA232181.CP007025	CDS	1539	2173601	2175139	-	Yes	Yes	58.4795321637	-	annotation product=IS66 family element, transposase tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59940.1 GI=569537633 
1440052.PRJNA232181.EAKF1_ch2065c	1440052.PRJNA232181.CP007025	CDS	348	2175189	2175536	-	Yes	Yes	58.6206896552	-	annotation product=IS66 family element, orf2 tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59941.1 GI=569537634 
1440052.PRJNA232181.EAKF1_ch2067	1440052.PRJNA232181.CP007025	CDS	3792	2179154	2182945	+	Yes	Yes	49.3934599156	-	annotation product=temperature-sensitive hemagglutinin tsh autotransporter tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59942.1 GI=569537635 
1440052.PRJNA232181.EAKF1_ch2068c	1440052.PRJNA232181.CP007025	CDS	1614	2183409	2185022	-	Yes	Yes	54.58488228	-	annotation product=IS66 family element, transposase tax_id_proj_id=1440052.PRJNA232181 cog=- project_id=PRJNA232181 protein_id=AHE59943.1 GI=569537636 
